Athlete_ID,Name,Sex
100309,Eoin Rheinisch,M
101558,Nicholas Roche,M
103769,Deirdre Ryan,F
103789,Michael Ryan,M
103802,Shane Ryan,M
108096,Ryan Seaton,M
108098,Kevin Seaward,M
109798,Kirk Shimmins,M
113338,Alan Sothern,M
113734,Camilla Speirs,F
118917,"Kathleen ""Katie"" Taylor",F
120258,Saskia Tidey,F
121755,Sara Louise Treacy,F
122924,"William ""Billy"" Twomey",M
128718,"Joseph ""Joe"" Ward",M
128995,Michael Watt,M
131682,Alex Wright,M
252,Youcef Abdi,M
465,"Matthew ""Matt"" Abood",M
823,Liam Adams,M
824,Luke Kendall Adams,M
834,Paul Adams,M
2321,Fiona Albert,F
2442,Olympia Aldersey,F
2885,Laura Colleen Gloria Alleway,F
3054,Uzodinma Anthony Alozie,M
3347,Eloise Michelle Amberger,F
3711,David Emil Andersen,M
3825,Jenny-Lyn Anderson,F
4152,Jake Andrewartha,M
4413,Ashlee Ankudinoff,F
4511,Mark Anthony,M
4818,Zoe Arancini,F
5181,Daniel Arnamnart,M
5227,Mackenzie Elizabeth Arnold,F
5348,Mariafe Artacho del Solar,F
5577,Jessica Ashwood,F
5650,Dina Aspandiyarova,F
5820,Courtney Atkinson,M
5851,Teneal Attard,F
6660,Joel Baden,M
6913,Ryan Bailie,M
6934,Angie Lee Bainbridge,F
6949,Cameron David Bairstow,M
7016,Georgia Baker,F
7291,Ibrahim Balla,M
7364,"Suzanne Elspeth ""Suzy"" Balogh",F
7563,Jarrod Bannister,M
7585,Sarah Banting,F
7922,David Barlow,M
7937,Elisa Barnard,F
7993,Tamsin Barnett-Hinchley,F
8051,Bronte Amelia Arnold Barratt,F
8326,Clive Barton,M
8590,Suzy Batkovic (-Brown),F
8853,Louise Bawden,F
8923,Aron John Baynes,M
9013,Gemma Beadsworth,F
9014,Jamie Beadsworth,M
9018,Daniel Beale,M
9099,"Joshua ""Josh"" Beaver",M
9181,Nicole Elise Beck,F
9297,Domonic Bedggood,M
9567,Mathew Belcher,M
9764,Alexander Belonogoff,M
9809,Samuel Beltz,M
10228,Jake Bensted,M
11670,Stephen Bird,M
11673,Dane Alex Bird-Smith,M
11699,Damien Birkinhead,M
11713,Collis Birmingham,M
11779,Abby Bishop,F
11785,Isobel Bishop,F
11998,Blake Blackburn,M
12410,"Jennifer ""Jenny"" Blundell",F
12421,Madonna Blyth,F
12490,Jack Bobridge,M
12599,Lauren Boden-Wells,F
12795,Andrew Michael Bogut,M
12808,Georgia Bohl,F
12925,Peter Bol,M
13061,Sarah Joan Bombell,F
13156,Edwina Claire Bone,F
13280,Georgia Bonora,F
13359,"Joshua ""Josh"" Booth",M
13638,Ian Borrows,M
14243,Scott Bowden,M
14267,Daniel Bowker,M
14319,Fiona Boyce,F
14325,Alana Boyd,F
14865,Melissa Breen,F
14944,Ashleigh Jade Brennan,F
14949,Scott Michael Brennan,M
15083,Jo Brigden-Jones,F
15216,Brittany Broben,F
15292,Ryan Broekhoff,M
15599,Victoria Brown,F
16006,Caroline Buchanan,F
16092,Brodie Buckland,M
16104,Hannah Buckling,F
16105,Zoe Buckman,F
16215,Rachel Bugg,F
16364,Alyssa Bull,F
16536,Nathan Burgers,M
16672,Alyce Burnett,F
16750,Olia Burtaev,F
16759,Christopher Burton,M
16770,Natalie Burton,F
16773,Tom Burton,M
16974,Matthew Butturini,M
17591,"Elizabeth Folake ""Liz"" Cambage",F
17684,Bronte Campbell,F
17687,Cate Natalie Campbell,F
17742,"Richard ""Richie"" Campbell",M
18448,Ellie Madison Carpenter,F
18581,Joel Carroll,M
18796,Brendan Casey,M
18827,Charlotte Caslick,F
19055,"Stephanie-Elise ""Steph"" Catley",F
19603,Kyle Chalmers,M
19840,David Chapman,M
19845,Hayley Chapman,F
19847,James Jonathan Chapman,M
19946,Andrew Charter,M
19989,Renee Chatterton,F
19992,Matthew Chau,M
20048,Kevin Alejandro Chvez Banda,M
20285,"Hsuan-Yu ""Wendy"" Chen",F
20515,Emilee Cherry,F
20850,"Roderick ""Rod"" Chisholm",M
21133,"Nyuk Lian ""Leanne"" Choo",F
21668,"Christopher ""Chris"" Ciriello",M
21748,Taliqua Clancy,F
21783,Cameron Clark,M
21804,James Clark,M
21822,Milly Clark,F
21882,Simon Clarke,M
21945,Jane-Anne Claxton,F
21966,Jacob Clear,M
21970,Jennifer Cleary,F
21979,"Timothy ""Tim"" Cleland",M
22076,Jade Close,F
22323,Brendan Cole,M
22708,"James ""Jimmy"" Connor",M
22741,Patrick Constable,M
22859,Natalie Louise Cook,F
22862,Sarah Ann Patricia Cook,F
22865,Tamsin Cook,F
23384,"John ""Johnno"" Cotterill",M
23417,Bryn Coudraye,M
23422,Eoin Coughlan,M
23519,Alicia Jayne Coutts,F
23573,Rhydian Cowley,M
23717,Peter Crawford,M
23729,David William Crawshay,M
23821,Jessica Crisp,F
23906,Toni Maree Cronk,F
23937,Hannah Cross,F
23988,"Kimberley ""Kim"" Crow-Brennan",F
24020,Larissa Rose Crummer,F
24368,Amy Louise Cure,F
24370,Ben Cureton,M
24422,Nina Curtis,F
24436,"Thomas ""Tom"" Cusack",M
24617,"Nicholas James ""Nick"" D'Arcy",M
25036,Chloe Elysha Dalton,F
25384,Lisa Darmanin,F
25687,Hannah Davis,F
25793,"Matthew ""Matt"" Dawson",M
26730,Lisa Marie De Vanna,F
26804,Liam Andrew De Young,M
26829,Nathan Douglas Deakes,M
26837,Anthony Dean,M
26861,Timothy Deavin,M
27260,Lucien Delfour,M
27351,Casey Dellacqua,F
27355,"Matthew ""Matt"" Dellavedova",M
27623,Joel Dennerley,M
27635,Rohan Dennis,M
27643,Matthew Denny,M
27646,Erin Densham,F
27649,Martin Dent,M
28172,Michael Constantine Diamond (Diamondopoulous-),M
28355,Arnie Bradley W. Dickins,M
28926,Tommaso D'Orsogna,M
29306,Tamika Skye Domrow,F
29313,Jake Donaghey,M
29581,Ivo dos Santos,M
29932,Warwick Draper,M
30269,Cedric Dubler,M
30664,Joshua Dunkley-Smith,M
31015,Jamie Raymond Dwyer,M
31017,Kirstin Sheree Dwyer,F
31194,Casey Eastham-Sablowski,F
31291,Katie Rae Ebzery,F
31402,Thomas Edgar,M
31433,"Alexander ""Alex"" Edmondson",M
31434,Annette Edmondson,F
31440,"Madeleine ""Maddie"" Edmunds",F
31473,Anthony John Edwards,M
32407,Brittany Joyce Elmslie,F
32457,Gracie Elvin,F
32490,"Mitchell ""Mitch"" Emery",M
32886,"Christopher ""Chris"" Erickson",M
33241,Chloe Esposito,F
33246,Max Esposito,M
33360,Gemma Etheridge,F
33431,Blair Catherine Evans,F
33432,Cadel Lee Evans,M
33529,Hannah Every-Hall,F
33608,Allan Fa'alava'au,M
33873,Dana Faletic,F
34701,Keith Ferguson,M
34913,"Edward ""Ed"" Fernon",M
35549,Naomi-Lee Fischer-Rasmussen,F
35586,Ryan Fisher,M
35655,Riley Fitzsimmons,M
35715,Anna Flanagan,F
35874,Naomi Flood,F
36020,Lyndsie Fogarty,F
36067,Con Foley,M
36190,Caitlin Jade Foord,F
36232,George Ford,M
36240,Russell Ford,M
36350,Karsten Forsterling,M
36443,Sally Foster (-Hunter),F
36567,"Jessica Esther ""Jess"" Fox",F
36760,Robert Frank,M
36835,Pauline Frasca,F
36860,Marcus Fraser,M
36868,Thomas William Fraser-Holmes,M
36902,Henry Max Frayne,M
36931,Clayton Fredericks,M
36935,Lucinda Fredericks (Murray-),F
37958,"Jarmila Gajdoov (-Groth-, -Wolfe)",F
38043,Elena Galiabovitch,F
38786,Katrin Garfoot,F
39083,Blake Gaudry,M
39166,Daria Gavrilova,F
39511,Ashleigh Gentle,F
39543,Cayla George,F
39805,Tess Gerrand,F
39806,Simon Gerrans,M
40079,Miranda Giambelli,F
40158,Adam Gibson,M
40185,"Thomas ""Tom"" Gibson",M
40278,Jarrod Gilchrist,M
40383,Shara Gillow,F
40449,Drew Cameron Ginn,M
40549,Cameron Girdlestone,M
40672,Matthew Glaetzer,M
40989,"William ""Will"" Godward",M
41024,Keesja Kaia Gofers,F
41061,"Matthew ""Matt"" Gohdes",M
41701,Molly Goodman,F
41879,Melissa Anne Gorman,F
41909,Katrina-Lee Gorry,F
41958,"Matthew Harley ""Matt"" Goss",M
42067,"Christopher John ""Chris"" Goulding",M
42117,Blake Govers,M
42118,Kieran Govers,M
42415,Andrew Grant,M
42433,Rhys Grant,M
42623,Ellia Green,F
42744,Ryan Gregson,M
42887,Sam Griffiths,M
43217,"Samuel ""Sam"" Groth",M
43241,Madeline Groves,F
43485,Chelsea Lea Gubecka,F
43497,"Christopher Luke ""Chris"" Guccione",M
44366,Kate Gynther,F
44458,Alex Haas,M
44620,Jayden Hadler,M
44633,Katharina Haecker,F
44681,Alexandra Hagan,F
45014,Jessica Hall,F
45022,Linden Hall,F
45266,Samantha Hamill,F
45348,Bianca Maree Hammett,F
45353,Cameron Hammond,M
45459,Justin (Jiapeng-) Han,M
45610,Mary Hanna,F
45821,Jacob Hansford,M
46040,Julia Hargreaves,F
46126,Benn Harradine,M
46229,Kristi Lee Harrower,F
46255,Nathan Hart,M
46294,"Alexander ""Alex"" Hartmann",M
46990,"Suzanne ""Sue"" Hearn",F
47159,Francis Hegerty,M
47559,Scott Robert Hend,M
47585,Rebecca Henderson,F
47764,Jennifer Hens,F
47795,William Jehan Henzell,M
47814,Michael David Hepburn,M
48346,Lleyton Glynn Hewitt,M
48371,Michelle Pearl Heyman,F
48553,"Alexander ""Alex"" Hill",M
48635,Madeline Hills (Heiner-),F
49020,Belinda Jane Hocking,F
49371,Lewis Holland,M
49398,Tanya Holliday,F
49812,"Steven Leslie ""Steve"" Hooker",M
49816,Damien Duncan Hooper,M
49908,Kerry Hore,F
49958,"Jeffrey ""Jeff"" Horn",M
49999,Kate Hornsey,F
50051,Genevieve Horton,F
50055,"Mackenzie ""Mack"" Horton",M
50134,Chloe Hosking,F
50140,Melissa Hoskins,F
50342,Rhys Howden,M
50382,Andrew James Hoy,M
50561,Heming Hu,M
51050,"Jeffrey ""Jeff"" Hunt",M
51158,Ky Hurst,M
51289,Henry Hutchison,M
51824,"Mitchell ""Mitch"" Iles-Crevatin",M
51908,Talgat Ilyasov,M
52133,"Joseph Howarth ""Joe"" Ingles",M
52135,Alice Ingley,F
52377,Grant Irvine,M
52915,Amy Ives,F
53107,Emma Jackson,F
53129,Lauren Elizabeth Jackson,F
53135,Luke Jackson,M
53288,Chelsea Jaensch,F
53944,Rachel Jarry,F
54156,Joshua Jefferis,M
54166,Robin Jeffery,M
54274,"Edward ""Ed"" Jenkins",M
54294,"Michelle ""Shelly"" Jenneke",F
54300,Kate Jenner,F
54381,Iain Jensen,M
55605,Aislin Jones,F
55692,Leisel Marie Jones,F
56660,"Bradley ""Brad"" Kahlefeldt",M
56733,Selma Kajan,F
58047,Joshua Katz,M
58048,Nathan Katz,M
58121,Fergus Kavanagh,M
58242,"Joseph ""Joe"" Kayes",M
58312,Scott Keach,M
58392,Maddison Keeney,F
58415,Sally Kehoe,F
58557,Elise Kellond-Knight,F
58565,Damon Kelly,M
58567,Daniel Kelly,M
58706,Alanna Stephanie Kennedy,F
58854,Samantha May Kerr,F
58971,Danielle Merlyn Kettlewell,F
59077,Safwan Khalil,M
60532,"Thomas ""Tom"" Kingston",M
60731,Brian Kirkham,M
61577,Mark William Knowles,M
61582,Bronwen Knox,F
62086,Thanasi Kokkinakis,M
64780,Yolane Nicole Kukla,F
65706,Genevieve LaCaze,F
66009,Nicole Laird,F
66175,Regan Lamble,F
66612,Fabrice Lapierre,M
66726,"Mitchell James ""Mitch"" Larkin",M
67222,Tessa Lavey,F
67359,Matson Lawson,M
67376,Jian-Fang Lay (Hong-),F
67779,"Rebecca ""Beki"" Lee (-Smith)",F
68065,Minjee Lee,F
68114,Seen Lee,F
68741,"Lisbeth Constance ""Libby"" Lenton-Trickett",F
69218,Daniel Jason Lewis,M
69873,Jake Lilley,M
70030,Holly Lincoln-Smith,F
70102,Johan Tanel Linde,M
70453,Kevin Lisch,M
70488,Tobias Lister,M
70515,Emily Little,F
70839,"Alexander ""Alex"" Lloyd",M
70953,Samuel Loch,M
70979,William Lockwood,M
71043,Chloe Logarzo,F
71746,"Rachel ""Rach"" Lovell",F
72634,Rachael Lynch,F
73109,Kathleen MacLeod,F
73453,James Magnussen,M
73600,Travis Mahoney,M
74040,Kynan Maley,M
74189,Nick Malouf,M
74731,James Marburg,M
74889,Sebastian Marczak,M
75014,"Aleksandar ""Aleks"" Mari",M
75102,Martin Georgiev Marinov,M
75146,Lauryn Annyn Mark,F
75149,Russell Andrew Mark,M
75371,Kurtis Marschall,M
75550,Damian Patrick Martin,M
75636,Scott Martin,M
75643,Tyler Martin,M
75936,Carmen Marton,F
75937,Caroline Marton,F
76405,Luke Mathews,M
77250,Andrew McCabe,M
77360,Daniel McConnell,M
77373,Alicia McCormack,F
77423,Kaarle McCulloch,F
77433,"Patrick ""Pat"" McCutcheon",M
77504,Sam McEntee,M
77505,Cameron McEvoy,M
77590,Sam McGregor,M
77605,Kobie McGurk,F
77678,"Edward ""Ned"" McKendry",M
77712,"Cameron ""Maxi"" McKenzie-McHarg",M
77714,David McKeon,M
77716,Emma McKeon,F
77721,Taylor McKeown,F
77757,Kaila McKnight,F
77809,Sally McLellan-Pearson,F
77830,Jack Alan McLoughlin,M
77842,Karri McMahon,F
77856,Keryn McMaster,F
77914,David McNeill,M
77955,James McRae,M
78005,Anna Maree Devenish Meares,F
79312,Miao Miao,F
79460,"Kimberley ""Kim"" Mickle",F
79482,Robin Middleton,M
79873,"William ""Billy"" Miller",M
79911,Larrissa Miller,F
79959,John H. Millman,M
79984,"Patrick Sammy ""Patty"" Mills",M
80042,Lalita Vadimovna Milshina-Yauhleuskaya,F
80388,"Matthew John ""Matt"" Mitcham",M
80412,Kathryn Mitchell,F
80417,Lauren Mitchell,F
80418,Leilani Seamah Mitchell,F
80424,Morgan Mitchell,F
80440,Victoria Mitchell,F
80846,Emma Moffatt,F
81370,Kenrick John Monk,M
81812,Jane Moran,F
82016,"Christopher ""Chris"" Morgan",M
82020,David Morgan,M
82025,Georgina Morgan,F
82290,Jessica Morrison,F
82361,Stephanie Morton,F
82544,Craig Stuart Mottram,M
82545,Brock William Motum,M
83351,Hope Munro (Brown-),F
83581,Janine Murray,F
83966,Victoria Na,F
84469,"Gabrielle ""Gabi"" Nance",F
84492,Georgia Nanscawen,F
84505,Ryan Napoleon,M
84811,Meagen Marree Nay,F
84971,Leah Neale,F
85125,Jade Neilsen,F
85164,Grant Roy Nel,M
85184,Ashleigh Nelson,F
85193,Ella Nelson,F
85573,"Bradley ""Brad"" Newley",M
85612,Rachel Neylan,F
85670,Kotuku Ngawati,F
85805,Alana Nicholls,F
86015,"Matthew Peter ""Matt"" Nielsen",M
86825,Daniel Noonan,M
87285,Isaac Ntiamoah,M
87641,Lyndal Oatley,F
87642,Kristy Oatley-Nist,F
87645,Brittany O'Brien,F
87940,"Edward ""Eddie"" Ockenden",M
88100,Ben Offereins,M
88124,Stuart Peter O'Grady,M
88233,Jenna O'Hea,F
88242,Su-Hyun Oh,F
89271,Jai Tapu Opetaia,M
89373,Simon Orchard,M
89659,Glenn O'Shea,M
89996,Tarren Paige Otte,F
90143,Sarah Anne Outhwaite-Tait,F
90144,Nathan Outteridge,M
90378,Nikita Aleisha Pablo,F
90447,Jake Packard,M
90556,Malcolm George Page,M
90838,Becchara Palmer,F
90854,Joshua Palmer,M
90856,Kylie Jayne Palmer,F
91336,Jesse Parahi,M
91656,Georgie Parker,F
91737,"Elizabeth ""Liz"" Parnov",F
91785,Shannon Parry,F
91951,Travis Passier,M
92032,James Paterson-Robinson,M
92069,Elizabeth Patrick,F
92071,Jaele Patrick,F
92107,Eleanor Patterson,F
92481,Hamish Peacock,M
92482,Harrison Peacock,M
92727,John William Peers,M
92831,Evania Pelite,F
93450,Brooke Peris,F
93469,Shane Perkins,M
94471,Erin Victoria Phillips,F
94481,Jesse Phillips,M
94634,Leiston Jane Pickett,F
95864,Clare Elizabeth Polkinghorne,F
96103,Jarrod Poort,M
96179,Ivan Popov,M
96247,John Porch,M
96286,"Richard Julian ""Richie"" Porte",M
96453,Warren James Potent,M
96508,Alec Potts,M
96618,David Powell,M
96769,Brooke Pratley,F
96947,Olivia Price,F
97022,Danielle Mia Prince,F
97080,Sahit Prizreni,M
97596,Nicholas Purnell,M
97770,"Fan ""Esther"" Qin",F
97981,Alicia Quirk,F
98540,Glencora Ralph,F
99284,Chloe Rayner,F
99361,Brendon Reading,M
99425,Elise Maree Rechichi,F
99714,Samantha Lee Reid,F
100038,Carli Renzi,F
100040,Daniel Repacholi,M
100266,Lauren Reynolds,F
100424,Simplice Ribouem,M
100455,"Stephanie Louise ""Steph"" Rice",F
100506,Samantha Richards,F
100631,Brenton Scott Rickard,M
100988,"Melissa ""Mel"" Rippon",F
101004,"Jeffrey ""Jeff"" Riseley",M
101160,Megan Rivers,F
101219,Aidan Joseph Roach,M
101298,James Roberts,M
101308,Kelsey-Lee Roberts,F
101315,Nathan Roberts,M
101419,Brett Robinson,M
101452,"Joshua ""Josh"" Robinson",M
101649,Anastasia Rodionova,F
101650,Arina Rodionova,F
101950,Emily Mei Ling Rogers,F
101960,Michael Rogers,M
102566,Shane Rose,M
102693,Jesse Ross,M
102696,Joshua James Ross,M
102782,Jack Rossiter,M
103079,Aaron John Royle,M
103188,"Anneliese ""Annie"" Rubie",F
103709,Adam Rutter,M
103778,Jaime Ryan,F
103786,"Matthew ""Matt"" Ryan",M
103807,"William ""Will"" Ryan",M
105030,Dane Kevin Sampson,M
105060,"Daniele ""Dani"" Samuels (-Stevens)",F
105773,Caitlin Sargent-Jones,F
106445,Laetisha Scanlan,F
106906,"Jessicah Lee ""Jess"" Schipper",F
106938,"Melanie Rene ""Mel"" Schlanger (-Wright)",F
107697,Jodie Lauren Schulz-Kenny,F
107966,Callum Scotson,M
108044,"Jennifer ""Jenni"" Screen (-Mottram)",F
108160,Alethea Nevada Sedgman,F
108198,Emily Jane Seebohm,F
108768,Sawan Serasinghe,M
109006,Brendan Sexton,M
109451,Cristina Sheehan,F
109513,Michael Shelley,M
109923,Hayder Shkara,M
110787,Kyah Pam Simon,F
111661,Catherine Skinner,F
111672,Todd Skipworth,M
111902,Kathryn Slattery,F
111956,Tom Slingsby,M
112180,Anabelle Smith,F
112210,Carrie Smith,F
112223,Daniel Smith,M
112229,"David ""Dave"" Smith",M
112246,Emily Smith,F
112343,Luke Smith,M
112381,Robyn Selby Smith,F
112389,Ross James Smith,M
112399,Sophie Smith,F
112412,Tate Smith,M
112541,Belinda Rose Snell,F
112971,Steven Solomon,M
113471,"Ashleigh ""Ash"" Southern",F
113955,Amanda Spratt,F
113965,Christian David Sprenger,M
114093,"Benjamin ""Ben"" St. Lawrence",M
114136,Amber Rose Kelsey Stackpole,F
114361,Phoebe Stanley,F
114364,James Stannard,M
114379,James Ivor Stanton-French,M
114406,Brandon Starc,M
114710,John William Steffensen,M
114966,Lucy Stephan,F
115100,Dale Stevenson,M
115146,Grace Stewart,F
115165,Murray Stewart,M
115331,Ashley Stoddart,F
115334,Hayden Ernest Stoeckel,M
115532,Samantha Jane Stosur,F
115554,Belinda Josephine Marion Stowell,F
115690,Brooke Stratton,F
115692,Sharleen Marie Stratton,F
116311,"Grigory ""Greg"" Sukochev",M
116360,Eamon Wade Sullivan,M
116443,Laura Ann Summerton-Hodges,F
116558,Scott Sunderland,M
116709,Charlotte Sutherland,F
117067,Matthew Swann,M
117070,Thomas Swann,M
117144,Joel Swift,M
117467,Ferenc Szekszrdi,M
118098,Stephanie Talbot,F
118133,Jared Tallent,M
118134,Rachel Tallent,F
118202,Lachlan Tame,M
118293,Vivian Tan,F
118549,Melissa Tapper,F
118594,Farzad Tarash,M
118617,"Matthew Stephen C. ""Matt"" Targett",M
118902,Jayde Taylor,F
118932,"Penelope Jane ""Penny"" Taylor (-Gil-)",F
119853,Tristan Thomas,M
119878,Amie Viveca Margaret Thompson,F
119927,Jordan Thompson,M
120078,"Jessica ""Jess"" Thornton",F
120124,Brianna Throssell,F
120272,Patrick Tiernan,M
120446,Stuart Brian Tinney,M
120837,Marianna Tolo,F
120931,Bernard Tomic,M
120932,Josephine Tomic,F
121023,Emma Kate Tonegato,F
121080,Tia-Clair Toomey,F
121125,Edwina Tops-Alexander,F
121487,"Khuloud ""Loudy"" Tourky-Wiggins",F
121672,"Daniel John ""Dan"" Tranter",M
121822,Jessica Trengove,F
122177,Deborah Jiahui Tsai,F
122758,Amy Turner,F
122762,Bodi Turner,M
122776,Glenn Turner,M
122822,Spencer Turrin,M
122866,Aden Tutton,M
122927,Ryan Tyack,M
124568,Emily Louise Van Egmond,F
124815,Robyn Van Nus,F
125639,Renuga Veeran,F
125797,Adam Joseph Vella,M
126065,Hannah Vermeersch,F
127171,Meaghan Volker,F
128003,Kelsey Wakefield,F
128165,"Kenneth Maxwell ""Ken"" Wallace",M
128173,Tessa Clare Wallace,F
128707,"William ""Billy"" Ward",M
128753,Glenn Warfe,M
128793,Ethan Warren,M
128920,Jason Waterhouse,M
128953,Bronwen Watson,F
128997,"Mitchell ""Mitch"" Watt",M
129016,David Watts,M
129023,Shelley Marie Watts,F
129184,"Rowena ""Rowie"" Webster",F
129334,Lisa Jane Weightman,F
129408,Krystal Weir,F
129512,Eloise Wellings (Poppet-),F
129557,Sam Welsford,M
129795,Scott Westcott,M
129912,Thomas Whalan,M
129920,Jason Eric Whateley,M
129957,"Jacob ""Jake"" Whetton",M
129973,Adam White,M
130107,Lucinda Whitty,F
130534,James Willett,M
130629,Lincoln Alexander Williams,M
130634,Lydia Grace Yilkari Williams,F
130638,Mariah Williams,F
130641,"Matthew ""Matt"" Williams",M
130669,Sharni Williams,F
130738,Benita Jaye Willis-Johnson,F
130754,Sam Willoughby,M
130864,"Madison ""Madi"" Wilson",F
131481,Jordan Wood,M
131540,Gavin Woods,M
131544,Jackson Darren Woods,M
131556,Claire Woods-Tallent,F
131620,Taylor Worth,M
131624,Mark Worthington,M
131688,"Christopher Geoffrey ""Chris"" Wright",M
131759,Julian Wruck,M
131803,Melissa Paige Wu,F
132404,"Xin ""Chris"" Yan",M
132589,Lea Yanitsas,F
133220,Khalen Young,M
133243,Aaron Younger,M
133419,Igor Yudin,M
133665,Nicola Zagame,F
133831,Aran Zalewski,M
134541,"Ziyu ""Sally"" Zhang",F
135057,Aidan Zingel,M
1095,Cecil Sebastian Afrika,M
1107,"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M
2775,Antonio Alkana,M
4745,Lusapho Lesly April,M
7896,Roxanne Kimberly Barker,F
8498,Jean Basson,M
13716,Dylan Bosch,M
14867,Vincent Breet,M
15094,Tarryn Bright,F
15179,Stefan Brits,M
15181,Lawrence Brittain,M
15182,Matthew Brittain,M
15507,Devon Myles William Brown,M
15554,Kyle Gie Brown,M
15717,Henricho Bruintjies,M
16996,Philip Buys,M
19291,Zamandosi Elizabeth Cele,F
19623,Dirkie Chamberlain,F
20889,Freedom Chiya,M
21338,Kate Christowitz,F
22227,Willem Coertzen,M
22229,Pietie Coetzee,F
22230,Rivaldo Roberto Genino Coetzee,M
22674,Alyssa Conley,F
23360,Bernadette Coston,F
23900,Andrew Peter Cronje,M
23971,Charl Crous,M
23972,Jarred Crous,M
25129,Sulette Damons,F
25586,Illse Davids,F
25665,Alistair Davis,M
25915,"Willem Frederik Andries ""Willie"" de Beer",M
26150,Robyn de Groot,F
26179,Shaun de Jager,M
26219,Juan Leon de Jongh,M
26977,Lisa-Marie Deetlefs,F
28879,Amanda Sinegugu Dlamini,F
29044,Kyle Dodd,M
29201,Keagan Larenzo Dolly,M
30125,Timothy Drummond,M
31496,Michelle Claire Edwards,F
32793,Douglas John Erasmus,M
33295,Bernard Esterhuizen,M
35278,Andile Eugene Fikizolo,M
36514,Lehann Fourie,M
36932,Cornel Fredericks,M
39311,Justin Gilberto Geduld,M
39397,Elroy Gelant,M
39557,Lesle-Ann Ronelda George,F
41142,Grant Goldschmidt,M
41431,Lungile Gongqa,M
42604,Jean Greeff,M
42632,Jake Milton Green,M
43060,Ursula Grobler,F
44964,Ian Haley,M
44986,Rhett Halkett,M
45318,Le Roux Hamman,M
45563,Lindsay Hanekom,M
46119,Marvin Harper,M
46283,Bridgitte Ellen Hartley,F
46570,Alan Hatherly,M
47064,Kate Hector-Woods,F
47924,Heerden Herman,M
48917,"Gabisile ""Judith"" Hlumbane",F
48935,Chad Ho,M
49950,Carina Horn,F
50184,Joanna Hotchkiss,F
50223,Franois Hougaard,M
50803,Roger Beresford Hudson,M
50972,Karen Hultzer,F
51044,David Hunt,M
51427,Julian Hykes,M
52046,Daryl Impey,M
53476,Dorian Lance James,M
53588,Refiloe Jane,F
54825,Asenathi Jim,M
55039,Anaso Jobodwana,M
56438,Calvyn Justus,M
56528,An-Li Kachelhoffer,F
56930,Christine Kalmer,F
56931,Ren Kalmer,F
58380,Shaun Keeling,M
59005,Thembi Kgatlana,F
59495,Itumeleng Isaack Khune,M
62067,Werner Kok,M
62138,Cheslin Kolbe,M
64341,Tiffany Kruger,F
65309,Thabiso Simon Kutumela,M
67496,Chad Guy Bertrand le Clos,M
68831,Tlotliso Gift Leotlela,M
71711,Gideon Abraham Louw,M
71712,Kylie-Ann Louw,F
71713,Lance Louw,M
72468,Siphiwe Lusizi,M
73262,Lloyd Madsen,M
73847,Mammello Makhabane,F
74024,Repo Terciuos Malepe,M
74051,"Stephanie Hana ""Steph"" Malherbe",F
74057,Jacob Maliekal,M
74652,Luvo Manyonga,M
74704,Lenise Marais,F
74832,Stefano Raffaele Marcia,M
74912,Trudi Maree,F
74938,Marsha Marescia (-Cox),F
76306,Menzi Alson Masuku,M
76445,Mulomowandau Erick Mathoho,M
76486,Noko Alice Matlou,F
76919,Tanith Gaelene Maxwell,F
77289,Kirsten McCann,F
77434,Thornton Charles McDade,M
77998,Katheryn Anne Meaklim,F
78286,Louis Meintjes,M
78354,Deolin Quade Mekoa,M
79223,Matthew Mark Meyer,M
79225,Michael Julian Meyer,M
79293,Andisiwe Mgcoyi,F
80709,Thokozile Mndaweni,F
80710,Kwandakwensizwa Ishmael Mngonyama,M
80730,Abbubaker Mobara,M
80790,Aubrey Maphosa Modiba,M
80798,Portia Modise,F
80832,Tebogo Moerane,M
80853,Ofense Iginitius Mogawane,M
81060,Godfrey Khotso Mokoena,M
81061,Stephen Mokoka,M
81221,Sanah Modiehi Mollo,F
81621,Ashleigh Moolman-Pasio,F
81650,Graeme Moore,M
82275,Tashreeq Morris,M
82503,Lebo Mothiba,M
82510,Linda Maserame Motlhalo,F
82546,Gift Motupa,M
83268,Marc Flynn Mundell,M
83386,Clarence Munyai,M
83566,Darren Murray,M
83591,Richard Murray,M
83802,Mothobi Mvala,M
84937,Sizwe Ndlovu,M
85055,Candice Neethling,F
85166,Wenda Nel (Theron-),F
85663,Coolboy Piet Ngamole,M
85762,Sifiso Nhlapo,M
86764,Shiwe Octavia Nogwanya,F
86990,Lloyd Norris-Jones,M
87293,Phumlani Nkosinathi Ntshangase,M
87294,Marry Nnana Ntsweng,F
87466,"Nompumelelo ""Mpumi"" Nyandeni",F
87586,Sibusiso Nzima,M
88783,Andr Olivier,M
89248,Anel Oosthuizen,F
90758,Justine Palframan,F
91132,Clinton Panther,M
92057,Taine Michael Paton,M
92058,Wade Paton,M
92122,Ryan Patterson,M
93626,Lee-Ann Persse,F
93812,Alexander Peternell,M
94380,Dina Lebo Phalula,F
94748,Erasmus Pieterse,M
95077,Zack Piontek,M
95214,Oscar Leonard Carl Pistorius,M
97037,Karin Prinsloo,F
97038,Lynique Prinsloo,F
97039,"Hercules Troyden ""Troy"" Prinsloo",M
